Artist,Track,Stream
Imagine Dragons,Sharks,134166642.0
Imagine Dragons,Bones,524720441.0
Imagine Dragons,Bad Liar,831122837.0
Imagine Dragons,Whatever It Takes,968589615.0
Imagine Dragons,Natural,972016370.0
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1044984022.0
Imagine Dragons,Radioactive,1470259042.0
Imagine Dragons,Demons,1643098973.0
Imagine Dragons,Thunder,1900080651.0
Imagine Dragons,Believer,2369272335.0
