Artist,Track,Stream
Ed Sheeran,Celestial,92498982.0
Ed Sheeran,For My Hand (feat. Ed Sheeran),119730400.0
Ed Sheeran,Bam Bam (feat. Ed Sheeran),619247782.0
Ed Sheeran,Shivers,1104261508.0
Ed Sheeran,Happier,1160906130.0
Ed Sheeran,Bad Habits,1401517917.0
Ed Sheeran,Photograph,2067689483.0
Ed Sheeran,Thinking out Loud,2154334378.0
Ed Sheeran,Perfect,2312689776.0
Ed Sheeran,Shape of You,3362005201.0
