Artist,Track,Stream
Dua Lipa,Prisoner (feat. Dua Lipa),618662340.0
Dua Lipa,Levitating,683787618.0
Dua Lipa,Break My Heart,990353749.0
Dua Lipa,Scared to Be Lonely,1096655941.0
Dua Lipa,Cold Heart - PNAU Remix,1357658479.0
Dua Lipa,IDGAF,1364542951.0
Dua Lipa,Levitating (feat. DaBaby),1633339226.0
Dua Lipa,One Kiss (with Dua Lipa),1719434482.0
Dua Lipa,New Rules,1807370674.0
Dua Lipa,Don't Start Now,2136270814.0
