Artist,Track,Stream
XXXTENTACION,Revenge,841922171.0
XXXTENTACION,Falling Down - Bonus Track,939517723.0
XXXTENTACION,Hope,1063227326.0
XXXTENTACION,Look At Me!,1172690019.0
XXXTENTACION,changes,1212441344.0
XXXTENTACION,Everybody Dies In Their Nightmares,1272437242.0
XXXTENTACION,Fuck Love (feat. Trippie Redd),1289647867.0
XXXTENTACION,Moonlight,1580738184.0
XXXTENTACION,Jocelyn Flores,1883955591.0
XXXTENTACION,SAD!,1967774232.0
