Artist,Track,Stream
Coldplay,Sparks,475353044.0
Coldplay,My Universe,883224238.0
Coldplay,Paradise,927288329.0
Coldplay,A Sky Full of Stars,1021782403.0
Coldplay,Hymn for the Weekend,1049654852.0
Coldplay,Fix You,1115171056.0
Coldplay,Viva La Vida,1325575712.0
Coldplay,The Scientist,1465980600.0
Coldplay,Yellow,1483622308.0
Coldplay,Something Just Like This,2030825694.0
