Artist,Track,Stream
Khalid,Numb,203066841.0
Khalid,8TEEN,586480399.0
Khalid,Love Lies (with Normani),843423744.0
Khalid,Better,1143264716.0
Khalid,Location,1221083395.0
Khalid,Beautiful People (feat. Khalid),1241240312.0
Khalid,Young Dumb & Broke,1290687019.0
Khalid,Silence,1322057199.0
Khalid,Eastside (with Halsey & Khalid),1424962511.0
Khalid,lovely (with Khalid),2110573779.0
