Artist,Track,Stream
Post Malone,I Like You (A Happier Song) (with Doja Cat),433087364.0
Post Malone,One Right Now (with The Weeknd),455397352.0
Post Malone,Goodbyes (feat. Young Thug),1072285928.0
Post Malone,Wow.,1385120327.0
Post Malone,I Fall Apart,1433983524.0
Post Malone,Congratulations,1685298151.0
Post Malone,Better Now,1694007587.0
Post Malone,Circles,1958827202.0
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2538329799.0
Post Malone,rockstar (feat. 21 Savage),2594926619.0
