Artist,Track,Stream
Justin Bieber,Off My Face,209625470.0
Justin Bieber,Mistletoe,622252277.0
Justin Bieber,Baby,625188054.0
Justin Bieber,Stuck with U (with Justin Bieber),903479196.0
Justin Bieber,Ghost,941372658.0
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),1335838557.0
Justin Bieber,What Do You Mean?,1377607834.0
Justin Bieber,Sorry,1740759086.0
Justin Bieber,Love Yourself,1975866785.0
Justin Bieber,STAY (with Justin Bieber),2365777505.0
