Artist,Track,Views
Daddy Yankee,La Santa,10845.0
Daddy Yankee,Ella Me Levanto,864990.0
Daddy Yankee,"Lo Que Pasó, Pasó",1559861.0
Daddy Yankee,Llamado de Emergencia,3647171.0
Daddy Yankee,ULALA (OOH LA LA),9058435.0
Daddy Yankee,Gasolina,23852149.0
Daddy Yankee,Tu Príncipe,39763039.0
Daddy Yankee,X ÚLTIMA VEZ,87084154.0
Daddy Yankee,Con Calma,2626439287.0
Daddy Yankee,Despacito,8079646911.0
