Artist,Track,Views
Charlie Puth,Loser,14953889.0
Charlie Puth,That's Hilarious,25986685.0
Charlie Puth,Cheating on You,96380584.0
Charlie Puth,Light Switch,130399103.0
Charlie Puth,Left and Right (Feat. Jung Kook of BTS),293356758.0
Charlie Puth,How Long,674149946.0
Charlie Puth,One Call Away,797478569.0
Charlie Puth,Attention,1435380634.0
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),2925709616.0
Charlie Puth,See You Again (feat. Charlie Puth),5773798407.0
