Artist,Track,Views
Ed Sheeran,Celestial,24283273.0
Ed Sheeran,For My Hand (feat. Ed Sheeran),80086629.0
Ed Sheeran,Bam Bam (feat. Ed Sheeran),140993773.0
Ed Sheeran,Shivers,259267738.0
Ed Sheeran,Happier,397154250.0
Ed Sheeran,Bad Habits,476163563.0
Ed Sheeran,Photograph,1265617910.0
Ed Sheeran,Perfect,3361086287.0
Ed Sheeran,Thinking out Loud,3547155867.0
Ed Sheeran,Shape of You,5908398479.0
