Artist,Track,Views
Luis Fonsi,El Ultimo Adiós - Varios Artistas Version,129107.0
Luis Fonsi,CORAZONES ROTOS,2668073.0
Luis Fonsi,Despacito - Remix,27619020.0
Luis Fonsi,Party Animal,42117248.0
Luis Fonsi,Tanto,178374500.0
Luis Fonsi,No Me Doy Por Vencido,273069738.0
Luis Fonsi,Llegaste Tú,316186756.0
Luis Fonsi,Imposible,462633673.0
Luis Fonsi,Échame La Culpa,2245665554.0
Luis Fonsi,Despacito,8079649362.0
